"Age","LearningCategorySelftTaught","LearningCategoryOnlineCourses","LearningCategoryWork","LearningCategoryUniversity","LearningCategoryKaggle","GenderSelect","Country","EmploymentStatus","DataScienceIdentitySelect","FormalEducation","MajorSelect","Tenure","FirstTrainingSelect","ParentsEducation","EmployerIndustry","EmployerSize","EmployerSizeChange","EmployerMLTime","EmployerSearchMethod","RemoteWork","CompensationAmount","CompensationCurrency.x","FormalEducation_Q","Tenure_Q","EmployerSize_Q","CompensationCurrency.y","...1","exchangeRate","frac","Salary_USD","Compensation_Median_USD","Median_to_Salary"
25,30,40,30,0,0,"Male","Russia","Employed full-time","Sort of (Explain more)","Bachelor's degree","","Less than a year","Online courses (coursera, udemy, edx, etc.)","A professional degree","Technology","1,000 to 4,999 employees","","1-2 years","A general-purpose job board","Rarely",720000,"RUB",4,1,6,"USD",1,1,0.21,720000,71749.56,0.0996521666666667
34,10,90,0,0,0,"Male","Brazil","Employed full-time","Yes","Bachelor's degree","Computer Science","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","5,000 to 9,999 employees","Increased slightly","3-5 years","A friend, family member, or former colleague told me","Sometimes",170000,"BRL",4,2,7,"BRL",5,0.32135,0.91,54629.5,60000,1.09830769089961
34,10,90,0,0,0,"Male","Brazil","Employed full-time","Yes","Bachelor's degree","Computer Science","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","5,000 to 9,999 employees","Increased slightly","3-5 years","A friend, family member, or former colleague told me","Sometimes",170000,"BRL",4,2,7,"EUR",2,1.195826,0.01,203290.42,60000,0.295144257166668
34,10,90,0,0,0,"Male","Brazil","Employed full-time","Yes","Bachelor's degree","Computer Science","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","5,000 to 9,999 employees","Increased slightly","3-5 years","A friend, family member, or former colleague told me","Sometimes",170000,"BRL",4,2,7,"USD",1,1,0.07,170000,60000,0.352941176470588
25,20,50,30,0,0,"Male","India","Employed full-time","","Bachelor's degree","Electrical Engineering","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","10,000 or more employees","Increased significantly","3-5 years","A career fair or on-campus recruiting event","Never",470000,"INR",4,3,8,"INR",3,0.01562,0.94,7341.4,28116,3.82978723404255
25,20,50,30,0,0,"Male","India","Employed full-time","","Bachelor's degree","Electrical Engineering","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","10,000 or more employees","Increased significantly","3-5 years","A career fair or on-campus recruiting event","Never",470000,"INR",4,3,8,"RON",43,0.259964,0,122183.08,28116,0.230113694956781
25,20,50,30,0,0,"Male","India","Employed full-time","","Bachelor's degree","Electrical Engineering","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","10,000 or more employees","Increased significantly","3-5 years","A career fair or on-campus recruiting event","Never",470000,"INR",4,3,8,"RSD",45,0.01002,0.01,4709.4,28116,5.97018728500446
25,20,50,30,0,0,"Male","India","Employed full-time","","Bachelor's degree","Electrical Engineering","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","10,000 or more employees","Increased significantly","3-5 years","A career fair or on-campus recruiting event","Never",470000,"INR",4,3,8,"RUB",6,0.017402,0,8178.94,28116,3.43760927455147
25,20,50,30,0,0,"Male","India","Employed full-time","","Bachelor's degree","Electrical Engineering","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","10,000 or more employees","Increased significantly","3-5 years","A career fair or on-campus recruiting event","Never",470000,"INR",4,3,8,"USD",1,1,0.04,470000,28116,0.0598212765957447
27,35,35,0,30,0,"Male","United Kingdom","Employed full-time","","Master's degree","Other","3 to 5 years","Self-taught","A master's degree","Technology","20 to 99 employees","Stayed the same","1-2 years","An external recruiter or headhunter","Rarely",50000,"GBP",5,3,3,"EUR",2,1.195826,0.01,59791.3,59588.46,0.996607533202991
27,35,35,0,30,0,"Male","United Kingdom","Employed full-time","","Master's degree","Other","3 to 5 years","Self-taught","A master's degree","Technology","20 to 99 employees","Stayed the same","1-2 years","An external recruiter or headhunter","Rarely",50000,"GBP",5,3,3,"GBP",4,1.324188,0.96,66209.4,59588.46,0.9
27,35,35,0,30,0,"Male","United Kingdom","Employed full-time","","Master's degree","Other","3 to 5 years","Self-taught","A master's degree","Technology","20 to 99 employees","Stayed the same","1-2 years","An external recruiter or headhunter","Rarely",50000,"GBP",5,3,3,"USD",1,1,0.02,50000,59588.46,1.1917692
28,25,60,5,10,0,"Male","Poland","Employed full-time","Yes","Master's degree","Electrical Engineering","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Mix of fields","Fewer than 10 employees","Stayed the same","Less than one year","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",1e+05,"PLN",5,2,1,"EUR",2,1.195826,0.04,119582.6,59895.65,0.500872618591668
28,25,60,5,10,0,"Male","Poland","Employed full-time","Yes","Master's degree","Electrical Engineering","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Mix of fields","Fewer than 10 employees","Stayed the same","Less than one year","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",1e+05,"PLN",5,2,1,"PLN",11,0.281104,0.92,28110.4,59895.65,2.13072919631169
28,25,60,5,10,0,"Male","Poland","Employed full-time","Yes","Master's degree","Electrical Engineering","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Mix of fields","Fewer than 10 employees","Stayed the same","Less than one year","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",1e+05,"PLN",5,2,1,"USD",1,1,0.04,1e+05,59895.65,0.5989565
33,10,20,0,30,0,"Female","Singapore","Employed full-time","","Doctoral degree","Engineering (non-computer focused)","6 to 10 years","University courses","A bachelor's degree","Technology","10,000 or more employees","Increased significantly","6-10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",165000,"SGD",6,4,8,"SGD",12,0.742589,0.96,122527.185,72000,0.587624697327373
33,10,20,0,30,0,"Female","Singapore","Employed full-time","","Doctoral degree","Engineering (non-computer focused)","6 to 10 years","University courses","A bachelor's degree","Technology","10,000 or more employees","Increased significantly","6-10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",165000,"SGD",6,4,8,"USD",1,1,0.04,165000,72000,0.436363636363636
25,10,0,0,0,10,"Male","Canada","Employed full-time","Yes","Doctoral degree","Biology","3 to 5 years","Self-taught","A master's degree","Academic","I don't know","Stayed the same","1-2 years","I visited the company's Web site and found a job listing there","Rarely",25000,"CAD",6,3,10,"CAD",7,0.823688,0.95,20592.2,80000,3.8849661522324
25,10,0,0,0,10,"Male","Canada","Employed full-time","Yes","Doctoral degree","Biology","3 to 5 years","Self-taught","A master's degree","Academic","I don't know","Stayed the same","1-2 years","I visited the company's Web site and found a job listing there","Rarely",25000,"CAD",6,3,10,"USD",1,1,0.05,25000,80000,3.2
23,40,20,30,0,10,"Male","India","Employed full-time","No","Bachelor's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","100 to 499 employees","Increased significantly","1-2 years","A career fair or on-campus recruiting event","Rarely",3e+05,"INR",4,2,4,"INR",3,0.01562,0.94,4686,28116,6
23,40,20,30,0,10,"Male","India","Employed full-time","No","Bachelor's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","100 to 499 employees","Increased significantly","1-2 years","A career fair or on-campus recruiting event","Rarely",3e+05,"INR",4,2,4,"RON",43,0.259964,0,77989.2,28116,0.360511455432291
23,40,20,30,0,10,"Male","India","Employed full-time","No","Bachelor's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","100 to 499 employees","Increased significantly","1-2 years","A career fair or on-campus recruiting event","Rarely",3e+05,"INR",4,2,4,"RSD",45,0.01002,0.01,36072,28116,0.779441117764471
23,40,20,30,0,10,"Male","India","Employed full-time","No","Bachelor's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","100 to 499 employees","Increased significantly","1-2 years","A career fair or on-campus recruiting event","Rarely",3e+05,"INR",4,2,4,"RUB",6,0.017402,0,5220.6,28116,5.38558786346397
23,40,20,30,0,10,"Male","India","Employed full-time","No","Bachelor's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","100 to 499 employees","Increased significantly","1-2 years","A career fair or on-campus recruiting event","Rarely",3e+05,"INR",4,2,4,"USD",1,1,0.04,3e+05,28116,0.09372
25,10,0,10,80,0,"Male","Brazil","Independent contractor, freelancer, or self-employed","Yes","Bachelor's degree","Computer Science","3 to 5 years","University courses","A bachelor's degree","Other","","","","","Most of the time",22000,"EUR",4,3,NA,"BRL",5,0.32135,0.91,84836.4,60000,0.707243588836867
25,10,0,10,80,0,"Male","Brazil","Independent contractor, freelancer, or self-employed","Yes","Bachelor's degree","Computer Science","3 to 5 years","University courses","A bachelor's degree","Other","","","","","Most of the time",22000,"EUR",4,3,NA,"EUR",2,1.195826,0.01,26308.172,60000,2.28066016901516
25,10,0,10,80,0,"Male","Brazil","Independent contractor, freelancer, or self-employed","Yes","Bachelor's degree","Computer Science","3 to 5 years","University courses","A bachelor's degree","Other","","","","","Most of the time",22000,"EUR",4,3,NA,"USD",1,1,0.07,22000,60000,2.72727272727273
30,60,0,10,30,0,"Male","Germany","Employed full-time","","Master's degree","Electrical Engineering","3 to 5 years","Self-taught","A master's degree","Academic","Fewer than 10 employees","Stayed the same","1-2 years","A general-purpose job board","Most of the time",30000,"EUR",5,3,1,"EUR",2,1.195826,0.99,35874.78,65770.43,1.83333333333333
30,60,0,10,30,0,"Male","Germany","Employed full-time","","Master's degree","Electrical Engineering","3 to 5 years","Self-taught","A master's degree","Academic","Fewer than 10 employees","Stayed the same","1-2 years","A general-purpose job board","Most of the time",30000,"EUR",5,3,1,"USD",1,1,0.01,30000,65770.43,2.19234766666667
28,30,35,30,0,0,"Female","United Kingdom","Employed full-time","","Doctoral degree","Other","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","Some college/university study, no bachelor's degree","Financial","20 to 99 employees","Increased significantly","3-5 years","An external recruiter or headhunter","Sometimes",70000,"GBP",6,3,3,"EUR",2,1.195826,0.01,83707.82,59588.46,0.711862523716422
28,30,35,30,0,0,"Female","United Kingdom","Employed full-time","","Doctoral degree","Other","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","Some college/university study, no bachelor's degree","Financial","20 to 99 employees","Increased significantly","3-5 years","An external recruiter or headhunter","Sometimes",70000,"GBP",6,3,3,"GBP",4,1.324188,0.96,92693.16,59588.46,0.642857142857143
28,30,35,30,0,0,"Female","United Kingdom","Employed full-time","","Doctoral degree","Other","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","Some college/university study, no bachelor's degree","Financial","20 to 99 employees","Increased significantly","3-5 years","An external recruiter or headhunter","Sometimes",70000,"GBP",6,3,3,"USD",1,1,0.02,70000,59588.46,0.851263714285714
37,20,60,20,0,0,"Male","Belgium","Employed full-time","Yes","Master's degree","Computer Science","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","500 to 999 employees","Stayed the same","More than 10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",60000,"EUR",5,4,5,"EUR",2,1.195826,1,71749.56,65770.43,0.916666666666667
32,10,10,20,0,0,"Male","Germany","Employed full-time","","Professional degree","","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A professional degree","CRM/Marketing","Fewer than 10 employees","Stayed the same","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",50000,"EUR",2,2,1,"EUR",2,1.195826,0.99,59791.3,65770.43,1.1
32,10,10,20,0,0,"Male","Germany","Employed full-time","","Professional degree","","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A professional degree","CRM/Marketing","Fewer than 10 employees","Stayed the same","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",50000,"EUR",2,2,1,"USD",1,1,0.01,50000,65770.43,1.3154086
25,10,0,30,60,0,"Male","Switzerland","Employed full-time","Yes","Master's degree","Computer Science","3 to 5 years","University courses","","Academic","I don't know","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","",80000,"CHF",5,3,10,"CHF",14,1.043382,0.95,83470.56,101525.718,1.21630570107592
25,10,0,30,60,0,"Male","Switzerland","Employed full-time","Yes","Master's degree","Computer Science","3 to 5 years","University courses","","Academic","I don't know","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","",80000,"CHF",5,3,10,"USD",1,1,0.05,80000,101525.718,1.269071475
48,0,80,10,0,10,"Male","Germany","Independent contractor, freelancer, or self-employed","Yes","Doctoral degree","Physics","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A doctoral degree","CRM/Marketing","","","","","Sometimes",1e+05,"EUR",6,5,NA,"EUR",2,1.195826,0.99,119582.6,65770.43,0.55
48,0,80,10,0,10,"Male","Germany","Independent contractor, freelancer, or self-employed","Yes","Doctoral degree","Physics","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A doctoral degree","CRM/Marketing","","","","","Sometimes",1e+05,"EUR",6,5,NA,"USD",1,1,0.01,1e+05,65770.43,0.6577043
24,0,0,40,60,0,"Male","United States","Employed part-time","Yes","Bachelor's degree","Computer Science","1 to 2 years","University courses","A bachelor's degree","Telecommunications","5,000 to 9,999 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",1e+05,"USD",4,2,7,"AMD",46,0.00209,0,209,1956.24,9.36
24,0,0,40,60,0,"Male","United States","Employed part-time","Yes","Bachelor's degree","Computer Science","1 to 2 years","University courses","A bachelor's degree","Telecommunications","5,000 to 9,999 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",1e+05,"USD",4,2,7,"USD",1,1,1,1e+05,1956.24,0.0195624
23,30,50,0,0,20,"Male","India","Employed full-time","Yes","Bachelor's degree","Computer Science","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Manufacturing","10,000 or more employees","Increased slightly","More than 10 years","A career fair or on-campus recruiting event","Never",550000,"INR",4,4,8,"INR",3,0.01562,0.94,8591,28116,3.27272727272727
23,30,50,0,0,20,"Male","India","Employed full-time","Yes","Bachelor's degree","Computer Science","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Manufacturing","10,000 or more employees","Increased slightly","More than 10 years","A career fair or on-campus recruiting event","Never",550000,"INR",4,4,8,"RON",43,0.259964,0,142980.2,28116,0.196642612053977
23,30,50,0,0,20,"Male","India","Employed full-time","Yes","Bachelor's degree","Computer Science","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Manufacturing","10,000 or more employees","Increased slightly","More than 10 years","A career fair or on-campus recruiting event","Never",550000,"INR",4,4,8,"RSD",45,0.01002,0.01,5511,28116,5.10179640718563
23,30,50,0,0,20,"Male","India","Employed full-time","Yes","Bachelor's degree","Computer Science","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Manufacturing","10,000 or more employees","Increased slightly","More than 10 years","A career fair or on-campus recruiting event","Never",550000,"INR",4,4,8,"RUB",6,0.017402,0,9571.1,28116,2.93759338007126
23,30,50,0,0,20,"Male","India","Employed full-time","Yes","Bachelor's degree","Computer Science","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Manufacturing","10,000 or more employees","Increased slightly","More than 10 years","A career fair or on-campus recruiting event","Never",550000,"INR",4,4,8,"USD",1,1,0.04,550000,28116,0.05112
28,20,0,30,0,0,"Male","United States","Employed full-time","","Doctoral degree","Physics","More than 10 years","Other","A master's degree","Technology","100 to 499 employees","Increased significantly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",270000,"USD",6,5,4,"AMD",46,0.00209,0,564.3,1956.24,3.46666666666667
28,20,0,30,0,0,"Male","United States","Employed full-time","","Doctoral degree","Physics","More than 10 years","Other","A master's degree","Technology","100 to 499 employees","Increased significantly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",270000,"USD",6,5,4,"USD",1,1,1,270000,1956.24,0.00724533333333333
45,50,35,10,0,5,"Male","Switzerland","Employed full-time","Yes","Master's degree","Engineering (non-computer focused)","6 to 10 years","Self-taught","","Technology","10,000 or more employees","Increased slightly","Don't know","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",120000,"CHF",5,4,8,"CHF",14,1.043382,0.95,125205.84,101525.718,0.810870467383949
45,50,35,10,0,5,"Male","Switzerland","Employed full-time","Yes","Master's degree","Engineering (non-computer focused)","6 to 10 years","Self-taught","","Technology","10,000 or more employees","Increased slightly","Don't know","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",120000,"CHF",5,4,8,"USD",1,1,0.05,120000,101525.718,0.84604765
37,100,0,0,0,0,"Male","Pakistan","Employed full-time","Yes","Master's degree","Information technology, networking, or system administration","3 to 5 years","Self-taught","A bachelor's degree","Retail","1,000 to 4,999 employees","Increased slightly","1-2 years","A friend, family member, or former colleague told me","Rarely",120000,"PKR",5,3,6,"PKR",18,0.009476,0.82,13645.44,18004.4,1.31944444444444
37,100,0,0,0,0,"Male","Pakistan","Employed full-time","Yes","Master's degree","Information technology, networking, or system administration","3 to 5 years","Self-taught","A bachelor's degree","Retail","1,000 to 4,999 employees","Increased slightly","1-2 years","A friend, family member, or former colleague told me","Rarely",120000,"PKR",5,3,6,"USD",1,1,0.18,120000,18004.4,0.150036666666667
30,30,10,20,20,20,"Male","Italy","Employed full-time","","Doctoral degree","Physics","3 to 5 years","University courses","High school","Manufacturing","10,000 or more employees","Increased significantly","1-2 years","An external recruiter or headhunter","Sometimes",70000,"EUR",6,3,8,"EUR",2,1.195826,1,83707.82,45441.388,0.542857142857143
28,85,0,10,5,0,"Male","Hungary","Employed full-time","Yes","Bachelor's degree","Computer Science","3 to 5 years","University courses","A bachelor's degree","Technology","20 to 99 employees","Increased slightly","3-5 years","A tech-specific job board","Never",3600000,"HUF",4,3,3,"HUF",26,0.003896,1,14025.6,14493.12,1.03333333333333
28,45,45,10,0,0,"Male","Germany","Employed full-time","Yes","Master's degree","Biology","3 to 5 years","Self-taught","A professional degree","Technology","100 to 499 employees","Increased slightly","1-2 years","A friend, family member, or former colleague told me","Always",48000,"EUR",5,3,4,"EUR",2,1.195826,0.99,57399.648,65770.43,1.14583333333333
28,45,45,10,0,0,"Male","Germany","Employed full-time","Yes","Master's degree","Biology","3 to 5 years","Self-taught","A professional degree","Technology","100 to 499 employees","Increased slightly","1-2 years","A friend, family member, or former colleague told me","Always",48000,"EUR",5,3,4,"USD",1,1,0.01,48000,65770.43,1.37021729166667
50,90,5,5,0,0,"Male","Ukraine","Employed full-time","","Master's degree","Electrical Engineering","More than 10 years","Self-taught","A bachelor's degree","Technology","10,000 or more employees","Decreased slightly","3-5 years","Some other way","Most of the time",150000,"USD",5,5,8,"UAH",41,0.038368,0.2,5755.2,12000,2.08507089241034
50,90,5,5,0,0,"Male","Ukraine","Employed full-time","","Master's degree","Electrical Engineering","More than 10 years","Self-taught","A bachelor's degree","Technology","10,000 or more employees","Decreased slightly","3-5 years","Some other way","Most of the time",150000,"USD",5,5,8,"USD",1,1,0.8,150000,12000,0.08
27,25,25,25,25,0,"Male","Poland","Employed full-time","Sort of (Explain more)","Bachelor's degree","","3 to 5 years","University courses","A master's degree","Mix of fields","100 to 499 employees","Stayed the same","6-10 years","A friend, family member, or former colleague told me","Rarely",112195,"PLN",4,3,4,"EUR",2,1.195826,0.04,134165.69807,59895.65,0.446430427908256
27,25,25,25,25,0,"Male","Poland","Employed full-time","Sort of (Explain more)","Bachelor's degree","","3 to 5 years","University courses","A master's degree","Mix of fields","100 to 499 employees","Stayed the same","6-10 years","A friend, family member, or former colleague told me","Rarely",112195,"PLN",4,3,4,"PLN",11,0.281104,0.92,31538.46328,59895.65,1.89913026098461
27,25,25,25,25,0,"Male","Poland","Employed full-time","Sort of (Explain more)","Bachelor's degree","","3 to 5 years","University courses","A master's degree","Mix of fields","100 to 499 employees","Stayed the same","6-10 years","A friend, family member, or former colleague told me","Rarely",112195,"PLN",4,3,4,"USD",1,1,0.04,112195,59895.65,0.533853112883818
43,100,0,0,0,0,"Male","Italy","Employed full-time","Sort of (Explain more)","Master's degree","Engineering (non-computer focused)","3 to 5 years","Self-taught","A master's degree","Manufacturing","500 to 999 employees","Stayed the same","Don't know","An external recruiter or headhunter","Rarely",46000,"EUR",5,3,5,"EUR",2,1.195826,1,55007.996,45441.388,0.826086956521739
34,20,50,30,0,0,"Male","France","Employed full-time","No","Master's degree","Computer Science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","20 to 99 employees","Increased significantly","3-5 years","Some other way","Rarely",80000,"EUR",5,3,3,"EUR",2,1.195826,0.99,95666.08,51420.518,0.5375
34,20,50,30,0,0,"Male","France","Employed full-time","No","Master's degree","Computer Science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","20 to 99 employees","Increased significantly","3-5 years","Some other way","Rarely",80000,"EUR",5,3,3,"USD",1,1,0.01,80000,51420.518,0.642756475
30,10,40,10,30,10,"Male","India","Employed full-time","Sort of (Explain more)","Doctoral degree","Computer Science","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Government","500 to 999 employees","Increased slightly","1-2 years","Some other way","Sometimes",1.1e+07,"INR",6,5,5,"INR",3,0.01562,0.94,171820,28116,0.163636363636364
30,10,40,10,30,10,"Male","India","Employed full-time","Sort of (Explain more)","Doctoral degree","Computer Science","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Government","500 to 999 employees","Increased slightly","1-2 years","Some other way","Sometimes",1.1e+07,"INR",6,5,5,"RON",43,0.259964,0,2859604,28116,0.00983213060269884
30,10,40,10,30,10,"Male","India","Employed full-time","Sort of (Explain more)","Doctoral degree","Computer Science","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Government","500 to 999 employees","Increased slightly","1-2 years","Some other way","Sometimes",1.1e+07,"INR",6,5,5,"RSD",45,0.01002,0.01,110220,28116,0.255089820359281
30,10,40,10,30,10,"Male","India","Employed full-time","Sort of (Explain more)","Doctoral degree","Computer Science","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Government","500 to 999 employees","Increased slightly","1-2 years","Some other way","Sometimes",1.1e+07,"INR",6,5,5,"RUB",6,0.017402,0,191422,28116,0.146879669003563
30,10,40,10,30,10,"Male","India","Employed full-time","Sort of (Explain more)","Doctoral degree","Computer Science","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Government","500 to 999 employees","Increased slightly","1-2 years","Some other way","Sometimes",1.1e+07,"INR",6,5,5,"USD",1,1,0.04,1.1e+07,28116,0.002556
52,40,10,40,10,0,"Male","United Kingdom","Employed full-time","Sort of (Explain more)","Master's degree","Mathematics or statistics","More than 10 years","University courses","A master's degree","Financial","20 to 99 employees","Increased significantly","6-10 years","A friend, family member, or former colleague told me","",80000,"GBP",5,5,3,"EUR",2,1.195826,0.01,95666.08,59588.46,0.62287970825187
52,40,10,40,10,0,"Male","United Kingdom","Employed full-time","Sort of (Explain more)","Master's degree","Mathematics or statistics","More than 10 years","University courses","A master's degree","Financial","20 to 99 employees","Increased significantly","6-10 years","A friend, family member, or former colleague told me","",80000,"GBP",5,5,3,"GBP",4,1.324188,0.96,105935.04,59588.46,0.5625
52,40,10,40,10,0,"Male","United Kingdom","Employed full-time","Sort of (Explain more)","Master's degree","Mathematics or statistics","More than 10 years","University courses","A master's degree","Financial","20 to 99 employees","Increased significantly","6-10 years","A friend, family member, or former colleague told me","",80000,"GBP",5,5,3,"USD",1,1,0.02,80000,59588.46,0.74485575
31,10,50,20,10,10,"Male","Germany","Employed full-time","Sort of (Explain more)","Master's degree","","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","High school","Retail","10,000 or more employees","Increased significantly","3-5 years","A general-purpose job board","Rarely",46000,"EUR",5,3,8,"EUR",2,1.195826,0.99,55007.996,65770.43,1.19565217391304
31,10,50,20,10,10,"Male","Germany","Employed full-time","Sort of (Explain more)","Master's degree","","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","High school","Retail","10,000 or more employees","Increased significantly","3-5 years","A general-purpose job board","Rarely",46000,"EUR",5,3,8,"USD",1,1,0.01,46000,65770.43,1.42979195652174
63,40,0,40,20,0,"Male","Australia","Independent contractor, freelancer, or self-employed","No","Doctoral degree","Mathematics or statistics","More than 10 years","University courses","High school","Mix of fields","","","","","Most of the time",1e+05,"AUD",6,5,NA,"AUD",8,0.80231,0.98,80231,104300.3,1.3
63,40,0,40,20,0,"Male","Australia","Independent contractor, freelancer, or self-employed","No","Doctoral degree","Mathematics or statistics","More than 10 years","University courses","High school","Mix of fields","","","","","Most of the time",1e+05,"AUD",6,5,NA,"USD",1,1,0.02,1e+05,104300.3,1.043003
21,20,5,35,40,0,"Male","Brazil","Employed part-time","","Bachelor's degree","Computer Science","1 to 2 years","University courses","A bachelor's degree","Technology","10 to 19 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",24000,"BRL",4,2,2,"BRL",5,0.32135,0.91,92548.8,60000,0.648306623100462
21,20,5,35,40,0,"Male","Brazil","Employed part-time","","Bachelor's degree","Computer Science","1 to 2 years","University courses","A bachelor's degree","Technology","10 to 19 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",24000,"BRL",4,2,2,"EUR",2,1.195826,0.01,28699.824,60000,2.09060515493057
21,20,5,35,40,0,"Male","Brazil","Employed part-time","","Bachelor's degree","Computer Science","1 to 2 years","University courses","A bachelor's degree","Technology","10 to 19 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",24000,"BRL",4,2,2,"USD",1,1,0.07,24000,60000,2.5
28,60,40,0,0,0,"Male","China","Employed part-time","No","Bachelor's degree","Other","Less than a year","Self-taught","High school","Internet-based","Fewer than 10 employees","Stayed the same","Less than one year","A friend, family member, or former colleague told me","Always",1e+05,"CNY",4,1,1,"AED",36,0.272256,0.02,27225.6,37932.6,1.39326956981664
28,60,40,0,0,0,"Male","China","Employed part-time","No","Bachelor's degree","Other","Less than a year","Self-taught","High school","Internet-based","Fewer than 10 employees","Stayed the same","Less than one year","A friend, family member, or former colleague told me","Always",1e+05,"CNY",4,1,1,"ALL",42,0.008956,0.04,10747.2,37932.6,3.52953327378294
28,60,40,0,0,0,"Male","China","Employed part-time","No","Bachelor's degree","Other","Less than a year","Self-taught","High school","Internet-based","Fewer than 10 employees","Stayed the same","Less than one year","A friend, family member, or former colleague told me","Always",1e+05,"CNY",4,1,1,"CNY",10,0.153,0.83,15300,37932.6,2.47925490196078
28,60,40,0,0,0,"Male","China","Employed part-time","No","Bachelor's degree","Other","Less than a year","Self-taught","High school","Internet-based","Fewer than 10 employees","Stayed the same","Less than one year","A friend, family member, or former colleague told me","Always",1e+05,"CNY",4,1,1,"USD",1,1,0.11,1e+05,37932.6,0.379326
27,80,0,15,0,5,"Male","Spain","Employed full-time","Sort of (Explain more)","Master's degree","Psychology","Less than a year","Other","Primary/elementary school","Academic","10 to 19 employees","Stayed the same","Less than one year","I was contacted directly by someone at the company (e.g. internal recruiter)","Never",20000,"EUR",5,1,2,"EUR",2,1.195826,0.98,23916.52,41250,1.72474925281772
